,body,cites_papers
334,Further provocations by   in this edition of Social and Cultural Geography   straighttothebibliography,[6407630]
335,"Negative Stereotypes of Ethnic Outgroups  A Longitudinal Examination Among Palestinian, Israeli Jewish, and Israel",[2808936]
336,Places and Postures  A Cross-Cultural Comparison of Sitting in 5-Month-Olds - quite amazing,[4298540]
337,Latest cultural geog provocation in Soc and  Cult Geog-   on why religion matters to geographers,[6407630]
338,Further provocations by   in this edition of Social and Cultural Geography   straighttothebi,[6407630]
339,Check out  's reflections on critical pedagogy and  civil rights in,[6407630]
340,Have you read this by   in  ?  ,[6407630]
341,Excellent find for Whit Walks summer research/reading plans  Recent article about geographies of religion,[6407630]
342,What are the global routes of ayahuasca? Jonathan Lowell and  Paul Adams investigate in Social and  Cultural Geography,[6425209]
343,Congrats to Jonathan Lowell on co-authored 'The routes of a plant  ayahuasca and the global networks of Santo Daime',[6425209]
344,About time cultural geographers started addressing magic seriously,[6443642]
345,On the concept of  place and the poetics of making a  tourism destination  Read for free,[6443642]
346,"The Acculturation of Parenting Cognitions  A Comparison of South Korean, Korean Immigrant, and European Americ",[4514945]
347, in cultural  geography,[6461655]
348,"New article from Pritchard, Dixon, Hull and  Choithani on the role of the  state in the contemporary  foodregime  See",[6468510]
349,"New article from Pritchard, Dixon, Hull and  Choithani on the role of the  state in the contemporary  foodregime  See  ht",[6468510]
350,FREEACCESS also extended to Pritchard et al 's article on the role of the  state in the contemporary  foodregime,[6468510]
351,FREEACCESS also extended to Pritchard et al 's article on the role of the  state in the contemporary  foodregime  htt,[6468510]
352,"Sacred groves, sacrifice zones and soy production  globalization, intensification, neonature",[6487153]
353,"Sacred groves, sacrifice zones and soy production  globalization, intensification, neonature htt",[6487153]
354,Oliveira and  Hecht's intro to the new  FREEACCESS special issue on  soy is available here,[6487153]
355,Oliveira and  Hecht's intro to the new  FREEACCESS special issue on  soy is available here  ,[6487153]
356,New article    and  Rachel Gordon on Government and  non event  the promise of control  scgjournal,[6526060]
357,"Lulle, A  and King, R   2015  Ageing well  the timespaces of possibility for older female Latvian migrants in the UK",[4557136]
358,New article    and  Rachel Gordon on Government and  non event  the promise of control,[6526060]
359,New article with Rachel Gordon in   on events/eventfulness in social and cultural geog/work on security,[6526060]
360,ARGH   has basically already beat me to my exciting idea of studying the 'situation room',[6526060]
361,"Great to see this come out! Congrats, Ben and Rachel!",[6526060]
362,"Paper on  non events  via Berlant, Foucault and control rooms  with Rachel Gordon now open access in",[6526060]
363,New    offers a provocation that cultural geographers need 'worldly theory' to think about climate change,[6526180]
364,New    offers a provocation that cultural geographers need 'worldly theory' to think about climate change  ,[6526180]
365,"Climate change, cultural geography and  worldy theory - George Revill in Socand CultGeog  ",[6526180]
366,The Shared Etiology of Attentional Control and Anxiety  An Adolescent Twin Study - Gagne - 2016,[6572884]
367,The Shared Etiology of Attentional Control and Anxiety  An Adolescent Twin Study,[6572884]
368,Redesigned Taylor and Francis group website  Looks good!,[4557136]
369,Alex Miller from   explores the creative geographies of ceramic artists in a new paper online,[6607937]
370,Dear peer-reviewed diary,[6647123]
371,"Two women reflect on their own politicalizing  ""a self-reflexive account of the authors anti-cuts organizing""",[6647123]
372,"Research  Call for Papers--Special Issue  Europes culture s   Negotiating cultural meanings, values, and ident    ",[6656020]
373,"Research  Call for Papers--Special Issue  Europes culture s   Negotiating cultural meanings, values, and ident",[6656020]
374,"Call for Papers--Special Issue  Europes culture s   Negotiating cultural meanings, values, and identities in t",[6656020]
375,"JCCP Call  Europes culture s   Negotiating cultural meanings, values, and identities  Abstract due July15",[6656020]
376,"Negotiating cultural meanings, values, and identities in the European context  psychology  crosscultural  cultures",[6656020]
377,My review of Peter Timmer's Food Security and  Scarcity  Why Ending Hunger Is So Hard now out  paywall  ask me 4 copy,[6722092]
378,Book review  The Afterlives of the Psychiatric Asylum  Recycling Concepts     Psychiatry,[6726252]
379,Newly published piece by my doc student  A grammar for black education beyond borders,[4799793]
380,Domain Specificity in Adolescents Concepts of Laws  Associations Among Beliefs and Behavior -,[6752366]
381,Domain Specificity in Adolescents Concepts of Laws  Associations Among Beliefs and Behavior,[6752366]
382,Domain Specificity in Adolescents Concepts of Laws  Associations Among Beliefs and Behavior  Oosterhoff  2016,[6752366]
383,Surveillance and  Embodiment  Dispositifs of Capture,[6755910]
384,Link between surveillance and  embodiment  in special issue of Body and  Society,[6755910]
385,Body and  Society Surveillance and Embodiment  Dispositifs of Capture  This article provides a    Table of Contents,[6755910]
386,Surveillance and Embodiment  Dispositifs of Capture  This article provides an introduction to     bodyandsociety,[6755910]
387,Surveillance and Embodiment  Dispositifs of Capture Body and  Society June 2016 22  3-27,[6755910]
388,keywords affect biometrics data embodiment intermediation surveillance,[6755910]
389,"Surveillance,  Privacy, and  Making of Modern Subject",[6756890]
390,"Surveillance, Privacy and the Making of the Modern Subject  Habeas what kind of Corpus?  In t     bodyandsociety",[6756890]
391,PERSONAL RESIDENCES--FEMALE REALITIES -EXPOSURE  SOAP OPERA EXCEPTIONAL EXTERMINATION MURDEROUS INTENT HOSTILITIES,[6756890]
392,New paper out for those interested in  Heterotopia  assemblage  cruiseships and  to some extent   speculativerealism,[6829511]
393,"Jonathan Rankin and    consider the cruise ship as a processs, not just an object in their new paper",[6829511]
394,New paper out for those interested in  Heterotopia  assemblage  cruiseships and  to some extent   ,[6829511]
395,Nice to feel the weight of the latest   in paperback! Link to article with   available here,[6829511]
396,Nice to feel the weight of the latest   in paperback! Link to article with   available here ,[6829511]
397,Congrats to my colleague Jonathan on seeing his publication in physical copy! Must've felt good to hold it in your hands  upandcoming,[6829511]
398,explores  deaf perspectives on diversity and the right to space on  Mumbai surburban trains,[6829569]
399,Matthew Mitchelson from   examines relational vulnerability in the research process with former prisoners,[6829627]
400,The publishing machine that is   has another new paper out - in Social and  Cultural Geography this time,[4966283]
401,Matthew Mitchelson from   examines relational vulnerability in the research process with former prisoners  ,[6829627]
402,"Check out Dr  Matthew Mitchelson's new article, ""Relational Vulnerability and the Research Process with Former","[6829627,6829627]"
403, - 2016 - Journal of Research on Adolescence - Wiley Online Library,[6914104]
404,New in the  AgrarianClassics series - Julie Guthman reviews Miriam Wells' 'Strawberry Fields'  politics  class  work,[6961423]
405,Sean Robertson of   writes about indigenous sovereignty and the spatial politics of attentiveness,[6963022]
406,"Check out a great new paper by Sean Robertson,  , on indigenous sovereignty",[6963022]
407,New    explores different stories of place and  indigeneity in relation to Tromso's would-be Olympic bid,[6963218]
408,   $,[6978365]
409,"My article on extremism and violent extremism in Indonesia  co-written O'Brien, Bliuc, and    out online",[6978365]
410,"In light of recent attack on Indonesian police, I thought I'd reshare my article looking at extremism in Indonesia",[6978365]
411,The publishing machine that is   has another new paper out - in Social and  Cultural Geography this time  ,[4966283]
412,Extremely interesting research on extremism in Indonesia!,[6978365]
413,Study  Death Reminders Increase Agreement W  Extremist Views but Not Violent Extremist Action in Indonesian Muslims,[6978365]
414,"""results suggest that reminders of death may lead yng Muslims to be mre supportive of pol and religiously extreme views, but not violent action",[6978365]
415,"Thesis draft almost complete, got me thinking about my first ever article looking at extremism in Indonesia",[6978365]
416,"""results suggest that reminders of death may lead yng Muslims to be mre supportive of pol and religiously extreme views,",[6978365]
417,Interesting article!,[6978365]
418,Jour,[6978365]
419,Study  Death Reminders Increase Agreement W  Extremist Views but Not Violent Extremist Action in Indonesian Muslims ,[6978365]
420,"""Get Up, Stand Up, Stand Up for Your Rights!"" The Jamaicanization of Youth Across 11 Countries Through Reggae Music",[6981430]
421,New Article  Student geographies and homemaking  personal belonging s  and identities by,[4966283]
422,article - 'the road to epidaurus is like the road to creation  tapping the urban archive',[6982314]
423,"'The road to Epidaurus is like the road to creation' by me, Harriet Hawkins and  Joseph Kohlmaier  On city as archive",[6982314]
424,No highlighting necessary  Provocative enough for you?,[6982314]
425,Walking and  talking  making strange encounters within the familiar  paywall,[6985263]
426,Hilary Ramsden from   writes about making strange encounters within the familiar,[6985263]
427,"We leave self-initiated interventions into aforementioned habitual cultural practices, e g  walking and chewing gum, for further research",[6985263]
428,Only in academia  You couldn't make up this kind of foolishness,[6985263]
429,I love this type of twaddle,[6985263]
430,finding this account was divine providence i s2g,[6985263]
431,"Even when they're within shouting distance of something interesting, their instinct is to make it boring and  tiresome",[6985263]
432,Lovely paper on the micro-geographies of student accommodation  Have longed for a sink in my bedroom ever since,[4966283]
433,A peer-reviewed paper literally about walking and talking,[6985263]
434,Revolutionary research  Walking and talking at the same time,[6985263]
435,"A new paper by Joao Sarmento explores tourists walking rhythms whilst doing the Tunis Medina, Tunisia",[6985310]
436,"Study on ""walking rhythms"" of tourists in Tunis  Can't make this up",[6985310]
437, Sort of,[7062328]
438,New article 'Is there a global  environmental  justice movement?' by Martinez-Alier et al  available here,[7062328]
439,fascinating paper on global environmental justice - history and  global database  environment  sustainability,[7062328]
440,fascinating paper on global environmental justice - history and  global database  environment  su,[7062328]
441,   Learn Teach Act,[7062328]
442,David Cairns compares student mobility and graduate migration intentions in austerity era Ireland and Portugal,[7091924]
443,"Negative Stereotypes of Ethnic Outgroups  A Longitudinal Examination Among Palestinian, Israeli Jewish, and Is",[2808936]
444,"On  student  homes  Just published  Social and  Cult Geog, by Mark Holton of   and  Mark Riley  scgjournal",[4966283]
445,Exploring student mobility + graduate migration  undergraduate mobility in Portugal and  Ireland  highered,[7091924]
446,Exploring student mobility and  graduate migration  undergraduate mobility propensities in two economic crisis contexts,[7091924]
447,New article on economic crisis and migration now available at Social and  Cultural Geography,[7091924]
448,"A new look at international student  mobility in Portugal and Republic of Ireland by David Cairns, ISCTE, Uni Lisbon",[7091924]
449,"A new look at international student  mobility in Portugal and Republic of Ireland by David Cairns, ISCTE, Uni Lisbon ",[7091924]
450,Geographer suggests that their colleagues should add comic books to their arsenal of tools,[7114939]
451,Geographer suggests that their colleagues should add comic books to their arsenal of tools htt,[7114939]
452,"Tortured language, surely intended to confuse  Does this ""cultural geographer"" know there is a difference between cartoon and cartography?",[7114939]
453,"What happens when you have a paper due, but you spent all your time getting stoned and reading comic books     JustAddWordSalad",[7114939]
454,"""explore the cartographies of the comic book""   This is why I say there are no experts, the higher education system is a joke",[7114939]
455,"On  student  homes  Just published  Social and  Cult Geog, by Mark Holton of   and  Mark ",[4966283]
456,Tired of autoethnographies? Cultural geographer suggests using comic books instead,[7114939]
457,"If I saw this document at my workplace, I would contact security and alert a mental health professional",[7114939]
458,Great new paper by my friend   on 'Spatial agency and architecture' in    geography  published,"[7144866,7144866]"
459,My new paper in   on geography and  progressive  architecture beyond buildings is now online and open access,[7144866]
460,My new paper in   on geography and  progressive  architecture beyond buildings is now online and open access ,[7144866]
461,Great new paper by my friend   on 'Spatial agency and architecture' in    ge,"[7144866,7144866]"
462,'s paper provides a new direction for geographic scholarship on architectural practice beyond buildings,[7144866]
463,Great new paper by   on '' in,[7144866]
464,New paper by Colin Lorne extending geographic scholarship 'Spatial agency and  practising architecture beyond buildings',[7144866]
465,New   article by   on  architecture and  geography 'beyond buildings' ,[7144866]
466,Out now    and  Mark Riley's paper on the role of personal belongings in student geographies and  homemaking,[4966283]
467,New   article by   on  architecture and  geography 'beyond buildings'  ,[7144866]
468,Great paper from   out in the latest    Plus it's  openaccess  Bonus    geography  architecture,[7144866]
469,Thanks for the tweet   - hope the PhD is going well,[7144866]
470,Great paper from   out in the latest    Plus it's  openaccess  Bonus    geog,[7144866]
471,Open access paper in   on practising architecture beyond buildings,[7144866]
472,Understanding the Lack of Parent-Child Value Similarity  The Role of Perceived Norms in Value Socialization i,[7154886]
473,Understanding the Lack of ParentChild Value Similarity  Role of Perceived Norms in Immigrant  Families  Psychology,[7154886]
474,Understanding the Lack of ParentChild Value Similarity  Role of Perceived Norms in Immigrant  Families,[7154886]
475,"Examining Discrimination, Ethnic-Racial Identity Status, and Youth Public Regard Among Black,",[7157272]
476,"The Roles of Racial Discrimination, Cultural Mistrust, and Gender in Latina/o Youth's School",[7157275]
477,Out now    and  Mark Riley's paper on the role of personal belongings in student geographies and  homemaking  ,[4966283]
478,"The Roles of Racial Discrimination, Cultural Mistrust, and Gender in Latina/o Youth's School Attitudes and Acad",[7157275]
479,Check out our pub on racial discrimination and  cultural mistrust in gender gap in education  Latinxs    DePaul,[7157275]
480,Check out our pub on racial discrimination and  cultural mistrust in gender gap in education  Latinxs,[7157275]
481,"Yes,   has",[7221334]
482,How traditional approaches have a limited capacity to capture the magic of mental illnesses,[7278545]
483,How traditional approaches have a limited capacity to capture the magic of mental illnesses ht,[7278545]
484,On using magical experiences instead of evidence in research,[7278545]
485,On the magical qualities of illness and  recovery  read    IWD2017  DUIWD17  mentalhealth,[7278545]
486,On the magical qualities of illness and  recovery  read    IWD2017  DU,[7278545]
487,Magical realism in narratives of illness and distress,[7278545]
488,My latest paper on belonging and homemaking in student bedrooms is now available in print,[4966283]
489,How can works of public art impact the re-constitution of place?  culturalgeography,[7298988]
490,how a locality can call on its own distinctive creativity for revitalising work-life  -  beatthelite -  newthinking,[7298988]
491,Folkestone perennial  the enduring italic toggle='yes'work/italic of art in the re-constitution of place,[7298988]
492,My new paper in   exploring role of animals in creating and  facilitating therapeutic engagements with place,[7300941]
493,The paper also explores  CareFarming and  how animals can initiate a change from Care Recipient to Care Giver,[7300941]
494,Very proud of my very brainy other half   !  therapeutic landscapes/ care farming etc,[7300941]
495,"Never did manage to sneak in a Simpsons reference sadly, but the stuff about Paro is in there",[7300941]
496,Really interesting seeing ways animals bound up in therapeutic relationships! Published something similar,[7300941]
497,Really interesting seeing ways animals bound up in therapeutic relationships! Published something similar  h,[7300941]
498,New paper by   discusses therapeutic landscapes and non-human animals in care farming assemblages,[7300941]
499,Student geographies and homemaking  personal belonging s  and identities,[4966283]
500,My paper on 'Therapeutic landscapes and non-human animals' in   has just reached 200 views!  CareFarming,[7300941]
501,My paper on 'Therapeutic landscapes and non-human animals' in   has just reached 200 views!  CareFarming ht,[7300941]
502,and see his Sand CG paper at,[7300941]
503,Exciting! My paper on Therapeutic Spaces and  Animals is out of Earlyview and  in new issue of   - free eprint,[7300941]
504,Thought this might be of interest,[7300941]
505,"Well done, Rich! Can't wait to read it!",[7300941]
506,"Richard Gorman, Cardiff Uni makes a strong argument for centering the agency of animals in therapeutic landscapes",[7300941]
507,Exciting! My paper on Therapeutic Spaces and  Animals is out of Earlyview and  in new issue of   - free eprint  h,[7300941]
508,My new paper in   exploring role of animals in creating and  facilitating therapeutic engagements with place h,[7300941]
509,"Socio-Cultural Factors as Antecedents of Cross-Cultural Adaptation in Expatriates, International Students, an",[7338219]
510,"Newly published in Social and  Cult Geog, a very timely paper on  zinneke parade in  Brussels by Reyskens et al",[4979580]
511,"Socio-Cultural Factors as Antecedents of Cross-Cultural Adaptation in Expatriates, International Students and  Migrants",[7338219]
512,"SAGEpsychology Socio-Cultural Factors as Antecedents of Cross-Cultural Adaptation in Expatriates, International",[7338219]
513,"Socio-Cultural Factors as Antecedents of Cross-Cultural Adaptation in Expats, Intl Students, Migrants",[7338219]
514,"We've had the male, female, White, and tourist gazes  Add the GoPro gaze to the list",[7350261]
515,Excited to see this article on the 'Go Pro Gaze'  Of interest to you too I bet,[7350261]
516,ClassicNRPR  The GoPro Gaze,[7350261]
517,This is such masturbation,[7350261]
518,Let us not forget the important discovery of the GoPro gaze in cultural geography,[7350261]
519,Not to be confused with the GoPro gaze,[7350261]
520,Cut From the Same Cloth  Similarly Dishonest Individuals Across Countries   By   and colleagues,[7369737]
521,Peter Reyskens and  Joke Vandenabeele use a video record of Brussels' Zinneke Parade to question urban togetherness,[4979580]
522,Does dishonest behavior across societies connect to similar core beliefs in individuals? Find out   Psychology,[7369737]
523,Does dishonest behavior across societies connect to similar core beliefs in individuals? Find out,[7369737]
524,New article on art in post-conflict  Bosnia now online in the journal Cultural Geographies,[7375804]
525,"cover image, Mladen Miljanovi, who also did this pivotal piece",[7375804]
526,On the importance of collaborations across species,[7378666]
527,"Developmental Latent Patterns of Identification as Mostly Heterosexual Versus Lesbian, Gay, or",[7465222]
528,"Youth who identify as ""LGB"" do so by ages 12-17  youth who ID as "" MostlyHetero"" take longer  starting around 14",[7465222]
529,Another scientific breakthrough in cultural geography,[7467401]
530,My article out in  CulturalGeographies  The Search for Publics  Challenging  Comfort Zones in  PublicArt Co-Creation,[7467401]
531,"To welcome all our new followers, this paper - on urban togetherness in Brussels - is free to access until Aug",[4979580]
532,"New in SCG, Yeoh et al  Indonesian domestic workers and   un making of transnational livelihoods and  provisional futures",[7584254]
533,How are the transnational livelihoods and provisional futures of Indonesian domestic workers in Singapore  un made? ,[7584254]
534,How are the transnational livelihoods and provisional futures of Indonesian domestic workers in Singapore  un made?,[7584254]
535,New pub  risk-taking and  aspirations by Indonesian domestic workers  First 50 downloads free,[7584254]
536,New publication by      risk-taking and  aspirations by Indonesian domestic workers ,[7584254]
537,'stories to come' and Indonesian domestic workers - Brenda Yeoh/NUS,[7584254]
538,Indonesian domestic workers and the  un making of transnational livelihoods and provisional futures  migration,[7584254]
539,Indonesian domestic workers and the  un making of transnational livelihoods and provisional futures,[7584254]
540,Hanging Out With the Right Crowd  Peer Influence on Risk-Taking Behavior in Adolescence - Hoorn,[8079310]
541,Hanging Out With the Right Crowd  Peer Influence on Risk-Taking Behavior in Adolescence,[8079310]
542,"I have a new short piece online in Socand CultGeog on social media, images and cultural geog",[4997953]
543,Study shows - again - teens risk more when peers are present  adolescence,[8079310]
544,Hendrikx and  Wissink offer an exploratory study of service accessibility in commodity housing estates in Guangzhou,[8127133]
545,"Fresh look at 'club goods', access and housing estates in Guangzhou, Dept of Public Policy, Uni Hong Kong",[8127133]
546,"Memory is the strength of our resistance  beautiful academic article about San Jos Peace Community,  Colombia",[8252150]
547,"Memory is the strength of our resistance  beautiful academic article about San Jos Peace Community,  Colombia ",[8252150]
548,Chris Courtheyn   explores an other politics through embodied and  material commemoration in Colombia,[8252150]
549,What happens when you let a cultural geographer go rock climbing?,[8268982]
550,The production of climbing space,[8268982]
551,Some new sonic geographies from   in cultural geographies,[8285448]
552,"Negative Stereotypes of Ethnic Outgroups  A Longitudinal Examination Among Palestinian, Israeli",[2808936]
553,"my new piece, part of a special issue on cultural geog now, with   among others",[4997953]
554,I have a new paper early online in Cultural Geographies on 'Sonic affects and  the production of space'  here   $,[8285448]
555,I have a new paper early online in Cultural Geographies on 'Sonic affects and  the production of space'  here,[8285448]
556,"Another rigorous, critical paper by   on the sonic production of space between micropolitical and  macropolitical",[8285448]
557,"Another rigorous, critical paper by   on the sonic production of space between micropolitical and  macropolitical h",[8285448]
558,Adrian Mulligan traces the travels of the American abolitionist Frederick Douglass in the Irish Atlantic World,[8315383]
559,"levers and fulcrums - Frederick Douglass and the forgotten world of Irish  abolitionist activity, geog, bucknell uni",[8315383]
560,"levers and fulcrums - Frederick Douglass and the forgotten world of Irish  abolitionist activity, geog, bucknell uni ",[8315383]
561,MotherAdolescent Proficiency in a Common Language Facilitates Socialization Among,[8367950]
562,MotherAdolescent Proficiency in a Common Language Facilitates Socialization Among Mexican-Origin Families,[8367950]
563,Here's what's trending on social media from JRA,[8367950]
564,A call from Gillian Rose   for cultural geography to take social media seriously,[4997953]
565,Prof  Rand Conger et al  on how language affects socialization in Mexican-American families,[8367950]
566,Prof  Rand Conger et al  on how language affects socialization in Mexican-American families   ,[8367950]
567,"Another new paper, from Rebecca Wheeler of  , on sense of  place in  rural England",[8376712]
568,"Another new paper, from Rebecca Wheeler of  , on sense of  place in  rural England ",[8376712]
569,What is 'mobile' nostalgia? Exciting new article on rural England by Rebecca Wheeler,[8376712]
570,What is 'mobile' nostalgia? Exciting new article on rural England by Rebecca Wheeler    ,[8376712]
571,Geographers matter! Doreen Massey  19442016,[8438150]
572,writes a thoughtful obituary for Doreen Massey in     Geography,[8438150]
573,"Good obit by   of Doreen Massey, whom I knew as a fellow Hon Vice President of Geographical Assoc",[8438150]
574,"Good obit by   of Doreen Massey, whom I knew as a fellow Hon Vice President of Geographical Assoc   ",[8438150]
575,Cultural  geography going viral   Gillian Rose  virality  ANT  materiality,[4997953]
576,Geographers matter! a tribute to Doreen Massey by our founding editor   is now free to download,[8438150]
577,A really decent tribute from   for the late Doreen Massey,[8438150]
578,Geographers matter! Doreen Massey  19442016    Social and Cultural Geography  OA,[8438150]
579,Geographers matter! Doreen Massey  19442016   place  space  feministgeography,[8438150]
580,Read Alison's article on  globalisation  following the unfollowable trail of the  commodity,[8527902]
581,Doubleplusgood duckspeak,[8527902]
582,Distant screaming into the abyss,[8527902]
583,This is the worst one yet   The author isn't even pretending,[8527902]
584,This person somehow has a PhD,[8527902]
585,A straw man in the marchforscience debates or an exemplar?,[8527902]
586,"New in   Agrarian Classics series  Anton Blok, 'The mafia of a Sicilian village, 18601960'",[4998150]
587,help,[8527902]
588,"""Thing-following in an age of early globalisation""   Uhm   ",[8527902]
589,This is some of the worst writing I've ever seen,[8527902]
590,The thing is,[8527902]
591,Ok this thing is the worst piece of writing I've ever seen except for art criticism,[8527902]
592,Bidirectional Relationships Between Parenting Processes and Deviance in a Sample of Inner-City,[8532491]
593,Bidirectional Relationships Between Parenting Processes and  Deviance  Inner-City Black Youth  a  HT,[8532491]
594,Patterns of Adolescent Regulatory Responses During Family Conflict and Mental Health,[8532493]
595,How family conflict distresses teens,[8532493]
596,1st essay in the  AgrarianClassics series is  FreeAccess - Michael Watts on Blok's 'The mafia of a Sicilian village',[4998150]
597,New article by   on the  politicaleconomy of 'flex trees'  Available here,[8644100]
598,Roles of Response Inhibition and GeneEnvironment Interplay in Pathways to Adolescents',[8644592]
599,Roles of Response Inhibition and GeneEnvironment Interplay in Pathways to Adolescents' Externalizing Problems,[8644592]
600,"Nadia Bartolini,   and  George Revill ask ""what culture for what geography?""  a new provocation",[8645332]
601,New article on  genderexclusion and inequality in rural-urban  migration in  China by Jingzhong Ye et al,[8665607]
602,Left-behind women  gender exclusion and inequality in rural-urban migration in China,[8665607]
603,Read the   Grassroots Voices trilogy -- all free to download! Part one 'Left-behind women',[8665607]
604,FREEACCESS to a new Grassroots Voices trilogy on  China - Part 1 on left-behind  women and  gender exclusion,[8665607]
605,Left-behind women  gender exclusion and inequality in rural-urban migration in China  Free access!,[8665607]
606,Mid-week read    Left-behind  women  gender exclusion and inequality in rural-urban migration in  China,[8665607]
607,1st essay in the  AgrarianClassics series is  FreeAccess - Michael Watts on Blok's 'The mafia of a Sicilian village' h,[4998150]
608,FREEACCESS to a new Grassroots Voices trilogy on  China - Part 1 on left-behind  women and  gender exclusion  ,[8665607]
609,Externalizing Problem Behavior in Adolescence  Parenting Interacting With DAT1 and DRD4 Genes -,[8705143]
610,Externalizing Problem Behavior in Adolescence  Parenting Interacting With DAT1 and DRD4 Genes,[8705143]
611,Great day for new  -related papers   's geographies of infant feeding really resonates as a new-ish dad,[8830249]
612,This new paper by   would be a great  gcyfrgchat twitter hour paper   -,[8830249]
613,Important new paper by   expands children's geog by looking at feeding and  the everyday geographies of infants,[8830249]
614,What might  infant geographies look like? Just published    in Social and  Cult Geog,[8830249]
615,"OA Food, feeding and the material everyday geographies of infants  possibilities and potentials",[8830249]
616,exciting new insights into  materialgeographies of infant feeding,[8830249]
617,"My latest  """"",[8922559]
618,"The mafia of a Sicilian village, 18601960  a study of violent peasant entrepreneurs, Anton Blok",[4998150]
619,newarticle by   on understanding diverging political responses to  GMOs in  SoutheastAsia  Available here,[8922559]
620,newarticle by   on understanding diverging political responses to  GMOs in  SoutheastAsia  Available here h,[8922559]
621,Technology-Based Communication and the Development of Interpersonal Competencies Within,[8941836]
622,Teens who text and use social media too much develop poor romantic relationship skills?,[8941836]
623,"The more teens talk to their partners via tech  vs IRL/phone , the worse their conflict management skills 1yr later",[8941836]
624,This reporting  - doesnt mention that telephone is considered traditional communication,[8941836]
625,Teens using  socialmedia can hurt adult  love life,[8941836]
626,NEW research from    teens using  socialmedia can hurt adult  love life,[8941836]
627,"For more information regarding the study, visit   Journal of Research on  Adolescence",[8941836]
628,"Brian Gleason, a couples therapist and co-author of Exceptional Relationships  Transformation Through Embodied",[8941836]
629,1st essay in the  AgrarianClassics series  FreeAccess - Michael Watts on Blok's 'The mafia of a Sicilian village',[4998150]
630,Wouter van Gent and  Rivke Jaffe examine the role of cinema in spatial imaginaries that normalize urban inequalities,[8946341]
631,"Normalizing urban inequality  cinematic imaginaries of difference in postcolonial Amsterdam,",[8946341]
632,"newarticle by Montenegro de Wit on  conservation science,  plantbreeding and the makings of new seed enclosures",[8951930]
633,newarticle by Goldman et al  on access and  womensempowerment in Northern  Tanzania  Available here,[8962853]
634,Our new article-Controlling land they call their own  access and  women's empowerment in Northern Tanzania,[8962853]
635,"Looks interesting  Secularization, sacralization and the reproduction of sacred space in China via",[8969355]
636,"Looks interesting  Secularization, sacralization and the reproduction of sacred space in China via  ",[8969355]
637,"In the context of secularization, Ningning Chen explores the industrial use of ancestral temples in rural China",[8969355]
638,"Maillet,   and  Williams discuss the challenges of researching migration and enforcement in obscured places",[8969499]
639,"Maillet,   and  Williams discuss the challenges of researching migration and enforcement in obscured places ",[8969499]
640,Neighborhood Qualification of the Association Between Parenting and Problem Behavior,[5000783]
641,Developmental Trajectories of Nonsuicidal Self-Injury in Adolescence and     Psychiatry,[8987580]
642,Developmental Trajectories of Nonsuicidal Self-Injury in Adolescence and Intrapersonal/Interpersonal Risk Facto,[8987580]
643,"Gemma O'Brien considers independent bookshops as slow, socially connective retail",[8993528]
644,  The dynamics,[9009794]
645,Laura German is first author on a paper published this May in Journal of Peasant Studies,[9009794]
646,"newarticle by German et al  on  green appropriations, shifting authority and property on  pastoralist  commons",[9009794]
647,discusses critical pedagogy and  the urgent need for critical reflections on U S  civil rights movement,[9053393]
648,"New from   Penn State - Fierce urgency, critical pedagogy,  USCivilRightsMovement",[9053393]
649,Associations Between School Connection and Depressive Symptoms From Adolescence Through Early Adulth,[9062834]
650,Associations Between School Connection and Depressive Symptoms From Adolescence Through Early Adulthood  Modera,[9062834]
651,Neighborhood Qualification of the Association Between Parenting and Problem Behavior Trajectories Among Mexican,[5000783]
652,Interested in  Agrarian political economy? Read this  FreeAccess article from The Journal of Peasant Studies,[9070077]
653,FreeAccess Agrarian political economy and  modern world capitalism  the contributions of food regime analysis,[9070077]
654,Some great free downloads from Journal of Peasant Studies  Agrarian political economy and modern world,[9070077]
655,Agrarian political economy and modern world capitalism  the contributions of food regime analysis,[9070077]
656,FREEACCESS to the 'Dialogue on Food Regimes' collection has been extended! Read Henry Bernstein's article here,[9070077]
657,FREEACCESS to the 'Dialogue on Food Regimes' collection has been extended! Read Henry Bernstein's article here  ,[9070077]
658,Commentary  Food regime analysis and agrarian questions  widening the conversation  ~Harriet Friedmann,[9070445]
659,FREEACCESS to the 'Dialogue on Food Regimes' collection has been extended! Read Harriet Friedmann's article here,[9070445]
660,FREEACCESS to the 'Dialogue on Food Regimes' collection has been extended! Read Harriet Friedmann's article here  htt,[9070445]
661,Commentary  Food regime analysis and agrarian questions  widening the conversation,[9070445]
662,The Home and the Hood  Associations Between Housing and Neighborhood Contexts and Adolescent Functioning,[2864435]
663,Neighborhood Qualification of the Association Between Parenting and Pr,"[5000783,5000783]"
664,New article by   in Race Ethnicity and Education    racism  Romani  CzechRepublic,[9098134]
665,My latest article about  segregation of  Roma in Czech Republic includes references to  's research,[9098134]
666,New article by   in Race Ethnicity and Education    racism  Romani,[9098134]
667,"My article about  racism and educational  segregation of  Roma in Race, Ethnicity and Education",[9098134]
668,Institutional  racism and   segregation of  Romani students in the  CzechRepublic   Great new article by,[9098134]
669,First 50 visitors will be able to read this great article by   for free! cc,[9098134]
670,First 50 visitors will be able to read this great article by   for free! cc    ,[9098134]
