,body,cites_papers
440,Free access to an article puiblished in Psychology of Women Quarterly,[6147115]
441,"About gender, but it demonstrates that changing the system doesn't address everything",[6147115]
442,"I hope so, but I doubt her other assertions as well",[6147115]
443,Blank slatism the total lack of ability to see the obvious,[6147115]
444,"Study finds gender stereotypes are just as strong as they were 30 years ago, in some cases they've gotten worse",[6147115]
445,Study finds that people exaggerate the extent to which men and women are different from one another,[6147115]
446,"The Times They Are a-Changing   or Are They Not? A Comparison of Gender Stereotypes, 19832014",[6147115]
447,Comparison of gender stereotypes 19832014 reveals no real change despite greater female workforce participation,[6147115]
448,How have gender stereotypes changed in the last 30 years?,[6147115]
449,"Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education",[6147115]
450,Have gender stereotypes changed over the last 30 years? Not really,[6147115]
451,Psychology of Women Quarterly -,[6147115]
452,Comparison between gender stereotyping in 1984 vs 2014 shows people stereotype MORE about women now Yay progress,[6147115]
453,"During the past 30 years, womens participation in the workforce, in athletics, and in professional education has",[6147115]
454,part of the reason why gender identity is so easily accepted,[6147115]
455,Comparison between gender stereotyping in 1984 vs 2014 shows people stereotype MORE about women now Yay progress ,[6147115]
456,"The Times They Are a-Changing  or Are They Not? A Comparison of Gender Stereotypes, 19832014",[6147115]
457,queer theorists and transactivists should take that in their pipe and smoke it,[6147115]
458,"4 Many gender stereotypes haven't changed in30 yrs, despite advances in workforce, athletics, edu toptweets2016",[6147115]
459,Lower-median income for female-dominated occupations,[6147115]
460,"4 Many gender stereotypes haven't changed in30 yrs, despite advances in workforce, athletics, edu",[6147115]
461,"One of 2016's top-read articles from   A comparison of gender stereotypes, 1983-2014 spoiler they persist",[6147115]
462,"One of 2016's top-read articles from   A comparison of gender stereotypes, 1983-2014 spoiler",[6147115]
463,"The Times They Are a-Changingor Are They Not? A Comparison of Gender Stereotypes, 19832014 Find the results here",[6147115]
464,"No improvement in gender stereotyping 1983-2014 in USA and for female roles, stereotyping got worse!",[6147115]
465,"The durability of basic stereotypes about women and men over the past three decades, study published this month",[6147115]
466,On the frustrating persistence of gender stereotypes,[6147115]
467,"The Times They Are a-Changing  or Are They Not? A Comparison of Gender Stereotypes, 19832014 - Mar 09, 2016",[6147115]
468,Research gender stereotypes sticky in past 30 yrs views of men slower to change   HBSGW2017,[6147115]
469,Research gender stereotypes sticky in past 30 yrs views of men slower to change   HB,[6147115]
470,New Sexual Acceptability of Contraception 1st 2016 ARSR paper is up wfree access! I'll be tweeting abt it next wk,[6157331]
471,Great quote from a new paper by one of my   colleagues Paper is openaccess,[6157331]
472,New Sexual Acceptability of Contraception 1st 2016 ARSR paper is up wfree access! I'll be tweeting abt it next wk htt,[6157331]
473,Today starts a week of epic tweeting about Higgins and Smith's Sexual Acceptability of Contraception! FREE access!,[6157331]
474,Today starts a week of epic tweeting about Higgins and Smith's Sexual Acceptability of Contraception! FREE access! ,[6157331]
475,"So, today I continue my epic to me tweeting of Higgins and Smith's Sexual Acceptability of Contraception FREE at",[6157331]
476,"So, today I continue my epic to me tweeting of Higgins and Smith's Sexual Acceptability of Contraception FREE at ",[6157331]
477,"I've been tweeting from the new Sexual Acceptability of Contraception paper by Higgins and Smith, FREE at More later!",[6157331]
478,"Ha ha! Tweeting abt 1st article in journal ARSR I edit Sexual acceptability of contraception, free at",[6157331]
479,Exciting new study by GWS's Jenny Higgins on how sex matters to women in choosing and using contraceptives,[6157331]
480,Exciting new study by GWS's Jenny Higgins on how sex matters to women in choosing and using contraceptives   htt,[6157331]
481,Continuing on with tweeting from Higgins and Smith Sexual Acceptability of Contraception FREEOPEN Acess,[6157331]
482,Great review article on how contraceptive methods influence women's sexual experiences,[6157331]
483,"I'm continuing tweeting from Sexual Acceptability of Contraception by Higgins and Smith, FREE ARSR article in JSR",[6157331]
484,"More from Higgins and Smith's Sexual Acceptability of Contraception, Free!",[6157331]
485,More on sexual acceptability of contraception tomorrow! Free access to this ARSR article in JSR!,[6157331]
486,"MOAR Sexual Acceptability of Contraception today! Higgins and Smith, free Annual Review of Sex Research article at JSR",[6157331]
487,"Reminder! Quotations are direct quotes but, otherwise, I'm paraphrasing from",[6157331]
488,Back to Higgins and Smith's Sexual Acceptability of Contraceptives! Open Access,[6157331]
489,Go check out  ' tweeting of a paper on sexual acceptability of contraceptive methods,[6157331]
490,"I'm continuing tweeting from Sexual Acceptability of Contraception by Higgins and Smith, FREE ARSR article in JSR ",[6157331]
491,"I've been tweeting from the new Sexual Acceptability of Contraception paper by Higgins and Smith, FREE at",[6157331]
492,"Ok, folks! That's all for today WHEW Check out full article OPEN ACCESS And stay tuned tomorrow for conclusions!",[6157331]
493,"MOAR Sexual Acceptability of Contraception today! Higgins and Smith, free Annual Review of Sex Research article at JSR htt",[6157331]
494,"Today Last day I'm tweeting Sexual Acceptability of Contraception, but it's open access so the fun never stops!",[6157331]
495,Online with FREE open access!,[6157331]
496,The sexual acceptability of BirthControl for women Review of the literature,[6157331]
497,Contraceptives can and do affect pleasure as do other sex drugs New rsch focus,[6157331]
498,"Higgins and Smith say more attention needed on sexual acceptability of contraception They review lit, map concept in",[6157331]
499,How do women view contraceptives sexual accessibility? Read this new concept in the Journal of Sex Research,[6157331]
500,The Sexual Acceptability of Contraception Reviewing the Lit and Building a New Concept HT,[6157331]
501,The Sexual Acceptability of Contraception Reviewing the Lit and Building a New Concept HT  ,[6157331]
502,Voluntarily childfree individuals were seen as less psychologically fulfilled and elicited greater moral outrage,[6164135]
503,Parenthood as a Moral Imperative? Moral Outrage and the Stigmatization of Voluntarily Childfree Adults springerlink,[6164135]
504,Parenthood as a Moral Imperative? Moral Outrage and the Stigmatization of Voluntarily Childfree Adults ,[6164135]
505,Decided not to have kids? People you don't even know are morally outraged! familyvalues,[6164135]
506,This is the only part that's at all surprising,[6164135]
507,This is an amazing sentence in a paper about the stigma associated with childlessness,[6164135]
508,Research finds people morally outraged when someone is childless could this outrage be stronger in Utah?,[6164135]
509,"Research finds people outraged, angry, disgusted toward someone who is childless Could outrage be stronger in Utah?",[6164135]
510,Parenthood Moral Outrage and the Stigmatization of Voluntarily Childfree Women and Men - ht,[6164135]
511,I've definitely experienced the awkward silence that comes after telling someone you don't have kids Especially if you tell them why,[6164135]
512,I've definitely experienced the awkward silence that comes after telling someone you don't have kids Especially if yo,[6164135]
513,Parenthood Moral Outrage and the Stigmatization of Voluntarily Childfree Women and Men - h,[6164135]
514,Imagine being 30 yo childfree person living on campus next to family housing in Utah,[6164135]
515,"This is *not* insignificant Study, while interesting, focuses on students but conclusions presented as broader",[6164135]
516,"This is *not* insignificant Study, while interesting, focuses on students but conclusions presented as broader ",[6164135]
517,Evidence for child-free people being a stigmatised group Quite unsurprising,[6164135]
518,Yet another angle on the complicated politics of reproduction,[6164135]
519,Parenthood as a Moral Imperative? Moral Outrage and the Stigmatization of Voluntarily Childfree Women and Men,[6164135]
520,Multidimensional Gender Identity and Gender-Typed Relationship Styles in Adolescence,[6164799]
521,Gender-Typed Play and Social Abilities in Boys and Girls Are They Related?,[6165401]
522,Perceived Stigma of Postpartum Depression Symptoms in Low-Risk First-Time Parents Gender Differences men women,[6174057]
523,"I Feel Like More of a Man  Masculinity, Sexual Performance, and Circumcision for HIV Prevention - J Sex Res -",[6174378]
524,"For Dominican men who get circumcised 4 HIV prevention, circumcision makes them feel more like a man",[6174378]
525,"For Dominican men who get circumcised 4 HIV prevention, circumcision makes them feel more like a man masculinity",[6174378]
526,"I Feel Like More of a Man Masculinity, Sexual Performance and Circumcision for HIV Prevention a HT",[6174378]
527,"I Feel Like More of a Man Masculinity, Sexual Performance and Circumcision for HIV Prevention a",[6174378]
528,Thank you to Journal of Sex Research for publishing our article on LGBTQ microaggressions!,[6176543]
529,"Microaggressions Toward Lesbian, Gay, Bisexual, Transgender, Queer, and Genderqueer People -  via   LGBT",[6176543]
530,Thank you to Journal of Sex Research for publishing our article on LGBTQ microaggressions! ,[6176543]
531,"Microaggressions Toward Lesbian, Gay, Bisexual, Transgender, Queer, and Genderqueer People -  via ",[6176543]
532,The latest from  's   on microagressions toward lgbtq individuals,[6176543]
533,LGBTQgenderqueer Microaggressions what's the research say? New ARSR article  HT,[6176543]
534,LGBTQgenderqueer Microaggressions what's the research say? New ARSR article online by  's group!,[6176543]
535,The latest from  's   on microagressions toward lgbtq individuals ,[6176543]
536,Microaggressions Toward LGBTQ and Genderqueer People A Review of the Literature - The Journal of Sex Research -,[6176543]
537,"Next wk, I tweet from   et al's Microaggressions Towards LGBTQgenderqueer People FREE TOO! Stay tuned!",[6176543]
538,Microaggressions Toward LGBTQ people,[6176543]
539,"Next wk, I tweet from   et al's Microaggressions Towards LGBTQgenderqueer People FREE TOO!",[6176543]
540,Here we go! I'm starting to tweet   et al's article Microaggressions to LGBTQGq people Free!,[6176543]
541,More on microaggressions against LGTBQGq people tomorrow! Free Annual Review of Sex Research article at JSR!,[6176543]
542,More tweeting tomorrow from Microaggressions Against LGBTQGq people! FREE ARSR paper online at JSR!,[6176543]
543,It's FREE online at Journal of Sex Research where ARSR is published as a special issue,[6176543]
544,Here we go! I'm continuing to tweet from Nadal et al's Microaggressions against LGBTQGq folks FREE online at,[6176543]
545,"Tweeting all wk  's article on LGBTQGq microaggressions in Annual Review of Sex Research at JSR, FREE!",[6176543]
546,"Howdy! Tweets by me starting on LGBTQGq microaggressions by   et al, FREE ARSR article at JSR",[6176543]
547,"Sounds great! You should be in touch with  , the author of the paper I'm tweeting",[6176543]
548,"Tweeting all wk  's article on LGBTQGq microaggressions in Annual Review of Sex Research at JSR, FREE! ",[6176543]
549,"As a reminder quotations are direct quotes, otherwise I'm paraphrasing from free!",[6176543]
550,"Later on, intersectional microaggressions against LGBTQGq folks! From Nadal et al's free ARSR article",[6176543]
551,This is the paper I'm tweeting from that said this!,[6176543]
552,"Ok! Intersectional aggressions against LGBTQGq folks I'm tweeting from Kevin Nadal's article, FREE online",[6176543]
553,"Folks, I've been tweeting from Microaggressions Towards LGBTQGq People, by Kevin Nadal et al, free online at",[6176543]
554,I'm about to start the end of tweeting  's ARSR paper on LGBTQGq microaggressions! FREE!,[6176543]
555,"LitReview on the negative impact of microaggressions t lesbian, gay, bisexual, trans and queer ppl LGBTQ",[6176543]
556,"If only someone had taken an impartial, objective look at the effect such words actually have",[6176543]
557,"Microaggressions Toward Lesbian, Gay, Bisexual, Transgender, Queer, and Genderqueer People A Review of the",[6176543]
558,"Media and Sexualization - New Annual Review of Sex Research article by Monique Ward, online Free when I tweet in 2 wks",[6198654]
559,It's already free online!,[6198654]
560,"Yes! I'm tweeting from this fabulous Annual Review of Sex Research article, now online andfree!",[6198654]
561,"Ok, folks! That's all for TODAY's tweeting of Sexualization and Media from Monique Ward's ARSR paper free at JSR",[6198654]
562,"This wk, I'm tweeting Media and Sexualization, Monique Ward's Annual Review of Sex Research article FREE at JSR",[6198654]
563,ReviewMedia and sexualisation - increased body dissatisfaction self-objectification and support of sexist beliefs,[6198654]
564,It's Sexualization and Media time! I'll be tweeting this ARSR paper free at JSR by Monique Ward all week -- and now!,[6198654]
565,"As a reminder, I'm tweeting from Monique Ward's Media and Sexualization ARSR paper, free at",[6198654]
566,"That's it for today! More tomorrow from Media and Sexualization, free at JSR",[6198654]
567,It's Sexualization and Media time! I'll be tweeting this ARSR paper free at JSR by Monique Ward all week -- and now! htt,[6198654]
568,  Media and Sexualization by Monique Ward Free ARSR article at JSR,[6198654]
569,It's time! I'm tweeting from Media and Sexualization by Monique Ward Free ARSR article at JSR,[6198654]
570,"In the meanwhile, the Annual Review of Sex Research article is free online at Journal of Sex Research!",[6198654]
571,There are broader harms to society when women are sexualised and objectified,"[6198654,6198654]"
572,My concerns are evidence based,"[6198654,6198654]"
573,The research shows there are harms to society when women are sexualised and objectified,[6198654]
574,Objectification can lead to harm for others who are exposed to it,"[6198654,6198654]"
575,My concern is for all women who are negatively impacted by sexualisationobjectification,[6198654]
576,"I'm abt to finish tweeting Ward's Media and Socialization, a free Annual Review of Sex Research article online at JSR!",[6198654]
577,"I'm abt to finish tweeting Ward's Media and Socialization, a free Annual Review of Sex Research article online at JSR! htt",[6198654]
578,"And, that's Ward's Media and Sexualization! Free here!",[6198654]
579,Review of wide-ranging effects of exposure to sexualized images of women in the media psychology media gender,[6198654]
580,"Large review 125 studies shows negative impact by main stream media on sex, increasing sex'l violence Ht",[6198654]
581,Lit review Exposure to mainstream media leads to traditional gender and sexist views tolerance of sexual violence,[6198654]
582,"New review Media and Sexualization State of Empirical Research, 19952015",[6198654]
583,To women and society as a whole WomenNotObjects,[6198654]
584,Hi   please read the research on sexualised media and the consequences for women and girls,[6198654]
585,Hi   please read the research on sexualised media and the consequences for women and girls ht,[6198654]
586,"10 year meta analysis on sexualisation There is research for both sides, astounding!",[6198654]
587,Studies showing sexualised advertising contributes greatly to violence against women,[6198654]
588,Some interesting research here on the impact of sexualisation,[6198654]
589,My concerns are evidence based See this study re sexual objectification,[6198654]
590,These ads have harmful mental health implications for the viewer,[6198654]
591,These ads have harmful mental health implications for the viewer   ,[6198654]
592,So research that goes against 20 years of research?,[6198654]
593,This research suggests objectifying images are harmful for a range of reasons including VAW,[6198654]
594,Research shows sexual objectification harmful,[6198654]
595,"Click on the references tab, its all there You can stop debating now",[6198654]
596,20 years of research summarized here Sexual objectification of women clearly harmful,[6198654]
597,20 years of research summarized here Sexual objectification of women,[6198654]
598,20 years of research on the harms of sexually objectifying images -,[6198654]
599,Hey   please read the research on harms of sexualisation,[6198654]
600,Hey   please read the research on harms of sexualisation   ,[6198654]
601,20 years of research on sexualisation of women and the harms here,[6198654]
602,More porn use = thinking rape is ok  That is not ok at all   ItsOnUs pornharms  SAPro sachat mondaymotivation,[6198654]
603,"Media and Sexualization State of Empirical Research, 19952015",[6198654]
604,Will   be taking into account the 20 years of research on harms of objectification?,[6198654]
605,Will   be taking into account the 20 years of research on harms of objectification? ,[6198654]
606,20yrs of research shows that sexualisation is harmful to all of us,[6198654]
607,Feel free to look at the 20 years of research on the topic including the harms,[6198654]
608,20yrs of research shows that sexualisation is harmful to all of us   ,[6198654]
609,Hi   - you may be interested in the latest research on sexually objectifying portrayals of women and the harms,[6198654]
610,Great study here showing two decades of research on harms of sexual objectification,[6198654]
611,On the contrary Challenging sexualisation essential,[6198654]
612,Hi   why is your Instagram so porn-inspired? Haven't you seen the research?,[6198654]
613,Hi   why is your Instagram so porn-inspired? Haven't you seen the research? ,[6198654]
614,This will be my last tweet to you Engage with the decades of research here ,[6198654]
615,Please read the research on the harms of sexually objectifying portrayals of women here ,[6198654]
616,Nope We are evidence based,[6198654]
617,"I dont, theres 20yrs of research here ",[6198654]
618,Sexually objectifying portrayals of women in advertising have quite harmful consequences Research ,[6198654]
619,WomenNotobjects,[6198654]
620,Sexually objectifying portrayals of women are harmful Research ,[6198654]
621,Why can't a woman just be topless on a beach just like a man without it being sexual?,[6198654]
622,Its not really about offending people There are harmful consequences for girls,[6198654]
623,What you like or dont like is not our concern Research shows sexualisation is harmful,[6198654]
624,Please see research on harms of sexual objectification here ,[6198654]
625,Well said     need to exercise corporate social responsibility Research on harms clear,[6198654]
626,And heres what the research says about sexually objectifying portrayals of women,[6198654]
627,Link Makes you despair given rise of porno How to counter this as a society that values respect and equality?,[6198654]
628,"Impact of sexually objectifying portrayals of women - Media and Sexualization State of Empirical Research,19952015",[6198654]
629,New article on millennial women managing workplace inequalities saying yes fitting in challenging norms,[6204036]
630,some self promo--my article on geny and everyday inequalities at work let me know if you want a copy,[6204036]
631,"Who we are at work millennial women, everyday inequalities and insecure work",[6204036]
632,Thanks for this   My contribution to examining gendered precarious work for genY is here  CanFem,[6204036]
633,Thanks for this   My contribution to examining gendered precarious work for genY is here,[6204036]
634,"Who we are at work millennial women, everyday inequalities and insecure work, by Nancy Worth,",[6204036]
635,Gender based violence against men and boys during mass conflict menshealth gender,[6204972]
636,Important work by CLA's Gabrielle Ferrales on how mass atrocities are gendered,[6204972]
637,Gender-Based Violence Against Men and Boys in Darfur The Gender - Genocide Nexus Paywall,[6204972]
638,Gender-Based Violence Against Men and Boys in Darfur,[6204972]
639,Gender-based violence against men and boys in Darfur the gender-genocide nexus,[6204972]
640,Sexually inexperienced adults aren't highly desired as relationship partners - not even by their own kind,[6205089]
641,Has Virginity Lost Its Virtue? Relationship Stigma Associated With Being a Sexually Inexperienced Adult   h,[6205089]
642,A study of the stigma associated with being a sexually inexperienced adult,[6205089]
643,Is there a stigma around being a sexually inexperienced adult? Read the new report in The Journal of Sex Research,[6205089]
644,MT   Has Virginity Lost Its Virtue? Relationship Stigma Associated w Being Sexually Inexperienced,[6205089]
645,Has virginity lost its virtue? Kinsey research finds that sexual late bloomers may experience social stigma ,[6205089]
646,virginity-phobia? How have we come to this? Staying a virgin may have negative interpersonal consequences for youth,[6205089]
647,MT   Has Virginity Lost Its Virtue? Relationship Stigma Associated w Being Sexually Inexperienced htt,[6205089]
648,Has virginity lost its virtue? Kinsey research finds that sexual late bloomers may experience social stigma  ,[6205089]
649,it's 2016 and there are still social scientists who define sex as coitus smdh stillavirgin,[6205089]
650,Has Virginity Lost Its Virtue? Relationship Stigma Associated With Being a Sexually Inexperienced Adult,[6205089]
651,"Chastity no longer a plus Virgins not viewed as desirable rltnshp partners, even by other virgins By",[6205089]
652,Has Virginity Lost Its Virtue? Relationship Stigma Associated With Being a Sexually Inexperienced Adult free access,"[6205089,6205089]"
653,is virginity the new scarlet letter?  see also,[6205089]
654,Access 2 Jnl of Sex Research articles featured on Broadly and,"[6205089,13306502]"
655,Routledgepsych Access 2 Jnl of Sex Research articles featured on Broadly ,[6205089]
656,Has virginity lost its virtue? Kinsey researchers examined the relationship stigma of being sexually inexperienced,[6205089]
657,Academic writing that's very interesting - Has Virginity Lost Its Virtue? - From Kinsey Reaserchers -,[6205089]
658,SexSciSociety  kinseyinstitute Has virginity lost its virtue? Kinsey researchers examined the relationship ,[6205089]
659,nRICHd_Pursuits  SexSciSociety  kinseyinstitute Has virginity lost its virtue? Kinsey researchers examin,[6205089]
660,Has virginity lost its virtue? Kinsey researchers examined the relationship stigma of being sexually inexperienced ht,[6205089]
661,Has Virginity Lost Its Virtue? Relationship Stigma Associated With Being Sexually Inexperienced research sex,[6205089]
662,"Mens Zero-Sum Gender Beliefs and Mental Health Findings From Chile, Croatia Psychology of Men and Masculinity",[6210424]
663,Link btw mens zero-sum gender beliefs andmental health Findings frm ChileandCroatia   ,[6210424]
664,A new study on 1 of my favourite topics  How Condom Discontinuation Occurs Interviews With Emerging Adult Women,[6218587]
665,MT   How Condom Discontinuation Occurs Interviews With Emerging Adult Women,"[6218587,6218587]"
666,How Condom Discontinuation Occurs Interviews With Emerging Adult Women via,[6218587]
667,"For young cpls, decision to stop using condoms neither deliberate nor planned usually preceded by sporadic nonuse",[6218587]
668,"Sexual Intimacy Constructions of Hetero Couples Living in a Low Income, Colored, Farmworker Community in S Africa","[6218980,6218980]"
669,"Sexual Intimacy Constructions of Hetero Couples Living in a Low Income, Colored, Farmworker Community in S Africa h",[6218980]
670,"I am the Man Masculinity, of Voluntary Medical Adult Male Circumcision for HIV Prevention in South Africa",[6219278]
671,and it will be free access in a few weeks when I tweet it!,[6230131]
672,Does it have to be genetic to be protected? Great article on immutability in LGBT rights and where we go from here,[6230131]
673,This Annual Review of Sex Research article will be free online at Journal of Sex Research when I tweet it!,[6230131]
674,FREE now! Scrutinizing Immutability Research on Sexual Orientation and US Legal Advocacy for Sexual Minorities,[6230131]
675,It's free online now!,[6230131]
676,"It's by   and Clifford Rosky It's free !! online at Quotes are direct, otherwise I paraphrase",[6230131]
677,"As a reminder, I'm tweeting this Annual Review of Sex Research article, free online at Journal of Sex Research!",[6230131]
678,it's an Annual Review of Sex Research article by Lisa Diamond and Clifford Rosky FREE at JSR,[6230131]
679,Yes! The legal rights of individuals do not depend on a certain pattern of scientific findings,[6230131]
680,"I'm continuing my tweeting from Lisa Diamond and Clifford Rosky's article, free here",[6230131]
681,I've been tweeting from this Annual Review of Sex Research article free at Journal of Sex Research,[6230131]
682,It's a free Annual Review of Sex Research article online at JSR,[6230131]
683,"As a reminder, I'm tweeting from this article!",[6230131]
684,"And that's it! I've been tweeting from this Annual Review of Sex Research article, FREE online at JSR",[6230131]
685,Scrutinizing Immutability Research on Sexual Orientation and US Legal Advocacy for Sexual Minorities,[6230131]
686,Interesting review article on the immutability of same sex sexuality,[6230131]
687,Scrutinizing Sexual Orientation Immutability,[6230131]
688,this is funny sure but I hate this argument and it's unjust,[6230131]
689,The immutability of sexual orientation should no longer be invoked as a foundation for gaybisexual rights,[6230131]
690,"Like, as an AV aid for discussing   and Clifford Rosky's Scrutinizing Immutability piece",[6230131]
691,"Sexual Aggression Perpetration History, Emotion Regulation - Mens Aggressive Responding Following Social Stress",[6230995]
692,"Groundbreaking stuff, indeed",[6231931]
693,Men Wanted Heterosexual Aesthetic Labor in the Masculinization of the Hair Salon gendersociety,[6231931]
694,Men wanted heterosexual aesthetic labor in the masculinization of the hair salon,[6231931]
695,An academic paper on how men's hair salons neutralise male entitlement to women's bodies not The Onion,[6231931]
696,How men's hair salons naturalize mens entitlement to womens bodies,[6231931]
697,Does the Glass Escalator Compensate for Devaluation of Care Work Occupations? Men in Low-Skill Health Care Jobs,[6231979]
698,Does the 'Glass Escalator' compensate for devaluation of 'feminised' occupations such as care work?,[6231979]
699,"If you liked   on pink collar work, read more about what happens when men move into health care",[6231979]
700,"Empowered spaces? Management articulations of gendered spaces in apparel factories in Karachi, Ruwanpura and Hughes,",[6254594]
701,A fantastic paper by Carly Nichols on food security in India,[6262751]
702,"Time Ni Hota Hai time poverty and food security in the Kumaon hills, India--just published in",[6262751]
703,"Time Ni Hota Hai time poverty and food security in the Kumaon hills, India by Carly E   poverty food",[6262751]
704,"Time Ni Hota Hai timepoverty and foodsecurity in the Kumaon hills, India by Carly E Nichols,",[6262751]
705,"I have a new review of Kassner's Rwanda and the Moral Obligation of Humanitarian Intervention out gated, sadly",[6285308]
706,"The Growing Influence of Gender Attitudes on Public Support for Hillary Clinton, 20082012",[6315004]
707,"Politics and Gender - The Growing Influence of Gender Attitudes on Public Support for Hillary Clinton, 20082012",[6315004]
708,Amazing how many think sexism doesn't hurt female candidates Evidence to the contrary,"[6315004,3922763]"
709,"have you actually looked at the cited research, or are you dismissing it out of hand?",[6315004]
710,"In other words, people who reject feminism and endorse rigid gender roles are less likely to support HRC See",[6315004]
711,Politics and Gender - Women and Political Leadership in an Authoritarian Context A Case Study of the Sixth,[6315013]
712,Gender-related intolerance is key issue in childhood peer victimizationbullying Our new research springerlink,[6331894]
713,"Intersectionality and water how social relations intersect with ecological difference, by Thompson,",[6351736]
714,"Global policy paradigms, gender equality and everyday lives in Beijing, Hong Kong, Seoul and Taipei",[6374116]
715,"Global policy paradigms, gender equality and everyday lives in Beijing, Hong Kong, Seoul and Taipei, Kennett et al,",[6374116]
716,"Global policy paradigms, gender equality and everyday lives in Beijing, Hong Kong, Seoul and Taipei, Kennett et al, ",[6374116]
717,"When straight men have sex with each others its well, there's a book about that",[6407109]
718,Book Review Not Gay Sex between Straight White Men by Jane Ward,[6407109]
719,Strategies and methods to study female-specific cardiovascular health and disease bsd,[6407898]
720,Strategies to study female-specific cardiovascular health and disease bsd,[6407898]
721,Online now at JSR! Will be free when I tweet in a few weeks,[6410378]
722,"It's here, and will be free when I tweet it!",[6410378]
723,But it's still free to readdownload now! When sex and power collide An argument for critical sexuality studies,[6410378]
724,"It's an Annual Review of Sex Research article, free online at JSR for now!",[6410378]
725,"And that's all for today! I've been tweeting from this Annual Review of Sex Research article, free online at JSR",[6410378]
726,This Annual Review of Sex Research article is free online at JSR,[6410378]
727,Free online at,[6410378]
728,Routledgepsych When sex and power collide An argument for critical sexuality studies FREE from the Annual Revie,[6410378]
729,When sex and power collide An argument for critical sexuality studies FREE from the Annual Review of Sex Research ,[6410378]
730,When sex and power collide An argument for critical sexuality studies FREE from the Annual Review of Sex Research  htt,[6410378]
731,This is a piece  When Sex and Power Collide An Argument for Critical Sexuality Studies,[6410378]
732,When Sex and Power Collide An Argument for Critical Sexuality Studies,[6410378]
733,"Also online at JSR now, and also free in a few weeks when I tweet it!",[6410407]
734,Adolescents and pornography - a review of 20yrs of research ARSR via,[6410407]
735,Review Porno use in young associated permissive sexual attitudes and stronger gender-stereotypical sexual beliefs,[6410407]
736,"Lit Review Porn use in teens linked to permissive sexual attitudes, CasualSex, and sexual aggressionvictimization",[6410407]
737,What does 20 years of research tell us about the impact of porn on,[6410407]
738,A 20-year review of porn and teens from the experts SexEd SexSci,[6410407]
739,Adolescents and Pornography A Review of 20 Years of Research,[6410407]
740,Another comprehensive study showing all the disagreements and new findings,[6410407]
741,Another comprehensive study showing all the disagreements and new findings ht,[6410407]
742,I am really pleased to see the Queering Regions special issue out in,[6418385]
743,Check out my review of Ammons and Kelly's Work and Family in the New Economy in Gender and Society,[6458371]
744,Expression profile of androgen-modulated microRNAs in the fetal murine lung,[6473368]
745,Impact of Bems gender schema theory,[6479324]
746,"Rewriting apartheid South Africa race and space in Miriam Tlali and Lauretta Ngcobos novels, by Barbara Boswell,",[6481320]
747,A new Annual Review of Sex Research article online! The Complexities of Sexual Consent Among College Students,[6485100]
748,"For more on sexual consent, See also THIS Annual Review of Sex Research article ! Free when I tweet it, soon!",[6485100]
749,What can social science tell us abt SexualAssault on campus? Review of research lit tackles issues of consent,[6485100]
750,Did you know experts have written extensively about the research on sexual consent on campus? Check it out free,[6485100]
751,"In a he said-she said rape case, you never really know Oh wait - that's not what leading experts say Check out",[6485100]
752,Does sexual consent seem complicated? Experts make sense of the research Free Annual Review of Sex Research article,[6485100]
753,Perhaps Judge Aaron Persky should read The Complexities of Sexual Consent on Campus? It is free online,[6485100]
754,Does sexual consent seem complicated? Experts make sense of the research Free Annual Review of Sex Research article htt,[6485100]
755,"In a he said-she said rape case, you never really know Oh wait - that's not what leading experts say Check out ",[6485100]
756,Title IX initiatives def have their problems in implementation See Muehlenhard et al's 2016 review,[6485100]
757,The Complexities of Sexual Consent Among College Students Important topic for start of school year! ConsentIsSexy,[6485100]
758,"It's complex, you say? Yeah, the experts know The Complexities of Sexual Consent Among College Students",[6485100]
759,Paid paternal leave would greatly help cohabiting new parents springerlink,[6487581]
760,Article Roles of Fathers Involvement and Coparenting in Relationship Quality among Cohab and Married Parents FFpubs,[6487581]
761,Article Roles of Fathers Involvement and Coparenting in Relationship Quality among Cohab and Married Parents,[6487581]
762,I enjoyed writing this article with   PhD grad Lauren McClain now Asst Prof  ,[6487581]
763,Sexual double standard PRI associates Derek Kreager and Jeremy Staff find in their latest article that female,[6494960]
764,"The double standard at sexual debut gender, sex and peer acceptance PSHE SRE",[6494960]
765,Divisions everywhere  Peers enforce traditional sexual scripts for different types of sexual behaviors in,[6494960]
766,Male adolescents gained while females lost peer status through having had sex,[6494960]
767,Heterosexuality is an unsustainable system,[6494960]
768,Navigating a transgender or gender nonconforming Identity within a context of oppression and invisibility LGBT,[6506091]
769,From   andme Unpacking the PleasuresandPains of Heterosexual Casual Sex Beyond Singular Understandings,[6513744]
770,NEW from me -Unpacking the PleasuresandPains of Heterosexual Casual Sex Beyond Singular Understandings,"[6513744,6513744]"
771,From   andme Unpacking the PleasuresandPains of Heterosexual Casual Sex Beyond Singular Understandings ,[6513744]
772,Understanding the 'pleasures' and 'pains' of heterosexual casual sex,[6513744]
773,Can't wait to read 'Unpacking the Pleasures and Pains of Heterosexual Casual Sex' by   and,[6513744]
774,"Ironically a bit of porn viewing undermined religiosity, but a heavier dose gave it a boost",[6524203]
775,"Ironically a bit of porn viewing undermined religiosity, but a heavier dose gave it a boost  ",[6524203]
