_id,body,cites_papers
97407063,"RT @cygraham_graham: The Impact of the Digital Sexual Life History Calendar on Young Adult Research Participants 
https://t.co/IWAeeUBgbd","[{""$numberLong"":""6124604""}]"
97408427,"RT @cygraham_graham: The Impact of the Digital Sexual Life History Calendar on Young Adult Research Participants 
https://t.co/IWAeeUBgbd","[{""$numberLong"":""6124604""}]"
97437674,"RT @cygraham_graham: The Impact of the Digital Sexual Life History Calendar on Young Adult Research Participants 
https://t.co/IWAeeUBgbd","[{""$numberLong"":""6124604""}]"
98674716,RT @DrZhana: Reflecting on your sexual history for a survey leads to higher sexual esteem--but doesn't impact actual behavior! https://t.co…,"[{""$numberLong"":""6124604""}]"
98674584,Reflecting on your sexual history for a survey leads to higher sexual esteem--but doesn't impact actual behavior! https://t.co/ese64B7plD,"[{""$numberLong"":""6124604""}]"
98675050,Link to study: https://t.co/ese64B7plD https://t.co/vM56bAri6P,"[{""$numberLong"":""6124604""}]"
97442265,Boys are more likely to engage in housework if their father does so https://t.co/MXCsf2wUdq #gender #menshealth https://t.co/6ssoK1pfYL,"[{""$numberLong"":""6128697""}]"
97442597,RT @menshealthleeds: Boys are more likely to engage in housework if their father does so https://t.co/MXCsf2wUdq #gender #menshealth https:…,"[{""$numberLong"":""6128697""}]"
97457598,RT @menshealthleeds: Boys are more likely to engage in housework if their father does so https://t.co/MXCsf2wUdq #gender #menshealth https:…,"[{""$numberLong"":""6128697""}]"
97556102,Giulia Maria Dotti Sani if Italian #fathers do #housework their teens - esp sons - to do more at home https://t.co/mLeKigPH7B #timeuse,"[{""$numberLong"":""6128697""}]"
97558803,RT @menshealthleeds: Boys are more likely to engage in housework if their father does so https://t.co/MXCsf2wUdq #gender #menshealth https:…,"[{""$numberLong"":""6128697""}]"
97566650,RT @menshealthleeds: Boys are more likely to engage in housework if their father does so https://t.co/MXCsf2wUdq #gender #menshealth https:…,"[{""$numberLong"":""6128697""}]"
97575898,RT @menshealthleeds: Boys are more likely to engage in housework if their father does so https://t.co/MXCsf2wUdq #gender #menshealth https:…,"[{""$numberLong"":""6128697""}]"
97671336,RT @menshealthleeds: Boys are more likely to engage in housework if their father does so https://t.co/MXCsf2wUdq #gender #menshealth https:…,"[{""$numberLong"":""6128697""}]"
97606846,Research Article: Stereotypes of Black American Women Related to Sexuality and Motherhood https://t.co/WD5jecq9jq,"[{""$numberLong"":""6133287""}]"
97953467,RT @BeneathFacade: Research Article: Stereotypes of Black American Women Related to Sexuality and Motherhood https://t.co/TX9cgL9dOt,"[{""$numberLong"":""6133287""}]"
110202313,Stereotypes of Black American Women Related to Sexuality and Motherhood [a] https://t.co/SjSUKrDuzU HT @PaceUniversity,"[{""$numberLong"":""6133287""}]"
110202331,RT @HIV_Insight: Stereotypes of Black American Women Related to Sexuality and Motherhood [a] https://t.co/SjSUKrDuzU HT @PaceUniversity,"[{""$numberLong"":""6133287""}]"
110202350,RT @HIV_Insight: Stereotypes of Black American Women Related to Sexuality and Motherhood [a] https://t.co/SjSUKrDuzU HT @PaceUniversity,"[{""$numberLong"":""6133287""}]"
110415992,RT @HIV_Insight: Stereotypes of Black American Women Related to Sexuality and Motherhood [a] https://t.co/SjSUKrDuzU HT @PaceUniversity,"[{""$numberLong"":""6133287""}]"
112170584,Stereotypes of Black American Women Related to Sexuality and Motherhood [a] https://t.co/SjSUKrDuzU HT @PaceUniversity,"[{""$numberLong"":""6133287""}]"
112170600,RT @HIV_Insight: Stereotypes of Black American Women Related to Sexuality and Motherhood [a] https://t.co/SjSUKrDuzU HT @PaceUniversity,"[{""$numberLong"":""6133287""}]"
112170741,RT @HIV_Insight: Stereotypes of Black American Women Related to Sexuality and Motherhood [a] https://t.co/SjSUKrDuzU HT @PaceUniversity,"[{""$numberLong"":""6133287""}]"
122286327,Stereotypes of Black American Women Related to Sexuality and Motherhood @PWQ4U https://t.co/jEsWu1v3hq,"[{""$numberLong"":""6133287""}]"
122286331,RT SAGEpsychology Stereotypes of Black American Women Related to Sexuality and Motherhood PWQ4U https://t.co/GrFRdAiwao,"[{""$numberLong"":""6133287""}]"
102901656,The Selective Use of Rape-Victim Stereotypes to Protect Culturally Similar Perpetrators https://t.co/cVb7cybj2R,"[{""$numberLong"":""6136167""}]"
97708940,The gendered culture of scientific competence: a study of #scientist characters in #DoctorWho 1963–2013 https://t.co/am1kWKtBhe #womeninSTEM,"[{""$numberLong"":""6136973""}]"
97710470,RT @Research_Voice: The gendered culture of scientific competence: a study of #scientist characters in #DoctorWho 1963–2013 https://t.co/am…,"[{""$numberLong"":""6136973""}]"
97710540,RT @Research_Voice: The gendered culture of scientific competence: a study of #scientist characters in #DoctorWho 1963–2013 https://t.co/am…,"[{""$numberLong"":""6136973""}]"
97710798,RT @Research_Voice: The gendered culture of scientific competence: a study of #scientist characters in #DoctorWho 1963–2013 https://t.co/am…,"[{""$numberLong"":""6136973""}]"
97712183,RT @Research_Voice: The gendered culture of scientific competence: a study of #scientist characters in #DoctorWho 1963–2013 https://t.co/am…,"[{""$numberLong"":""6136973""}]"
97712933,RT @Research_Voice: The gendered culture of scientific competence: a study of #scientist characters in #DoctorWho 1963–2013 https://t.co/am…,"[{""$numberLong"":""6136973""}]"
97712934,RT @Research_Voice: The gendered culture of scientific competence: a study of #scientist characters in #DoctorWho 1963–2013 https://t.co/am…,"[{""$numberLong"":""6136973""}]"
97713146,RT @Research_Voice: The gendered culture of scientific competence: a study of #scientist characters in #DoctorWho 1963–2013 https://t.co/am…,"[{""$numberLong"":""6136973""}]"
97717251,RT @Research_Voice: The gendered culture of scientific competence: a study of #scientist characters in #DoctorWho 1963–2013 https://t.co/am…,"[{""$numberLong"":""6136973""}]"
97727034,RT @Research_Voice: The gendered culture of scientific competence: a study of #scientist characters in #DoctorWho 1963–2013 https://t.co/am…,"[{""$numberLong"":""6136973""}]"
105393948,I wanna do Doctor Who research too!!! https://t.co/59d77Hav3z #springerlink,"[{""$numberLong"":""6136973""}]"
110300600,イギリスの科学フィクション番組で有能でない科学者は女々しく描かれている。The Gendered Culture of Scientific Competence: A Study of Scientist Characters…https://t.co/2iDLkMaAyY,"[{""$numberLong"":""6136973""}]"
111230720,"Un estudio que examina la relación entre el género y las competencias científicas en la serie Doctor Who. 
https://t.co/ZqC96p0gud","[{""$numberLong"":""6136973""}]"
113967702,The Gendered Culture of Scientific Competence: A Study of Scientist Characters in Doctor Who 1963–2013 #springerlink https://t.co/4pHSLQtf3w,"[{""$numberLong"":""6136973""}]"
97843201,“You’re underestimating me and you shouldn’t”: women’s agency in fantasy sports https://t.co/av1WAG7rdq #InternationalWomensDay,"[{""$numberLong"":""6142850""}]"
116442769,"""Youre Underestimating Me and You Shouldnt"": Womens Agency in Fantasy Sports https://t.co/LGhzcAf6Pa","[{""$numberLong"":""6142850""}]"
116449012,"""Youre Underestimating Me and You Shouldnt"": Womens Agency in Fantasy Sports https://t.co/wCeFR1k037 #gendersociety","[{""$numberLong"":""6142850""}]"
97948855,"How have gender stereotypes changed in the last 30 years?
https://t.co/7gcc8yFBxI","[{""$numberLong"":""6147115""}]"
97949393,Research shows little change in gender stereotyping since 1983. Depressing https://t.co/2vqHCMus9O,"[{""$numberLong"":""6147115""}]"
98000917,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/TWswoUa74d,"[{""$numberLong"":""6147115""}]"
98001036,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/TWswoUa74d,"[{""$numberLong"":""6147115""}]"
98001144,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/TWswoUa74d,"[{""$numberLong"":""6147115""}]"
98002320,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/TWswoUa74d,"[{""$numberLong"":""6147115""}]"
98003814,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/TWswoUa74d,"[{""$numberLong"":""6147115""}]"
98015830,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/TWswoUa74d,"[{""$numberLong"":""6147115""}]"
98027064,1983～2014年で女性のジェンダー役割を除き、ジェンダーステレオタイプは変わっていないThe Times They Are a-Changing … or Are They Not? A Comparison of Gender…https://t.co/liZ7P4XwnG,"[{""$numberLong"":""6147115""}]"
98000643,How have gender stereotypes changed in the last 30 years? https://t.co/TWswoUa74d,"[{""$numberLong"":""6147115""}]"
98038575,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/TWswoUa74d,"[{""$numberLong"":""6147115""}]"
98051388,RT @JorgMullerRes: Session on stereotypes. Recent research shows gender stereotypes are still strong https://t.co/LoynnqTAe2 #EgaliteProCNRS,"[{""$numberLong"":""6147115""}]"
98009352,New research on the persistence and pervasiveness of gender stereotypes flags a warning to those evaluating women an…https://t.co/tt5V4RnGup,"[{""$numberLong"":""6147115""}]"
98072746,"#Gender #stereotypes in the US just as strong today as they were 30yrs ago, new study finds https://t.co/dfMVy8QTsx #equality","[{""$numberLong"":""6147115""}]"
98113228,New paper shows INCREASE in stereotyping of women's #gender roles from early '80s to 2014 https://t.co/96boWT6GIE #psychology #anthropology,"[{""$numberLong"":""6147115""}]"
98051330,Session on stereotypes. Recent research shows gender stereotypes are still strong https://t.co/LoynnqTAe2 #EgaliteProCNRS,"[{""$numberLong"":""6147115""}]"
98113913,RT @bjkingape: New paper shows INCREASE in stereotyping of women's #gender roles from early '80s to 2014 https://t.co/96boWT6GIE #psycholog…,"[{""$numberLong"":""6147115""}]"
98117689,RT @bjkingape: New paper shows INCREASE in stereotyping of women's #gender roles from early '80s to 2014 https://t.co/96boWT6GIE #psycholog…,"[{""$numberLong"":""6147115""}]"
98121922,RT @bjkingape: New paper shows INCREASE in stereotyping of women's #gender roles from early '80s to 2014 https://t.co/96boWT6GIE #psycholog…,"[{""$numberLong"":""6147115""}]"
98122021,RT @bjkingape: New paper shows INCREASE in stereotyping of women's #gender roles from early '80s to 2014 https://t.co/96boWT6GIE #psycholog…,"[{""$numberLong"":""6147115""}]"
98123897,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/TWswoUa74d,"[{""$numberLong"":""6147115""}]"
98128586,RT @bjkingape: New paper shows INCREASE in stereotyping of women's #gender roles from early '80s to 2014 https://t.co/96boWT6GIE #psycholog…,"[{""$numberLong"":""6147115""}]"
98072752,"#Gender #stereotypes in the US just as strong today as they were 30yrs ago, new study finds https://t.co/4wbrobjrKG #equality","[{""$numberLong"":""6147115""}]"
98135695,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/TWswoUa74d,"[{""$numberLong"":""6147115""}]"
98135713,RT @bjkingape: New paper shows INCREASE in stereotyping of women's #gender roles from early '80s to 2014 https://t.co/96boWT6GIE #psycholog…,"[{""$numberLong"":""6147115""}]"
98199317,RT @JorgMullerRes: Session on stereotypes. Recent research shows gender stereotypes are still strong https://t.co/LoynnqTAe2 #EgaliteProCNRS,"[{""$numberLong"":""6147115""}]"
98200439,RT @JorgMullerRes: Session on stereotypes. Recent research shows gender stereotypes are still strong https://t.co/LoynnqTAe2 #EgaliteProCNRS,"[{""$numberLong"":""6147115""}]"
98203099,RT @JorgMullerRes: Session on stereotypes. Recent research shows gender stereotypes are still strong https://t.co/LoynnqTAe2 #EgaliteProCNRS,"[{""$numberLong"":""6147115""}]"
98171696,Free access to an article puiblished in Psychology of Women Quarterly: https://t.co/NWNuG2ejfS,"[{""$numberLong"":""6147115""}]"
98273107,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98281137,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98281247,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98281731,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98281757,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98287446,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98291273,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98291742,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98293635,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98224366,"@docrocktex26 About gender, but it demonstrates that changing the system doesn't address everything.  https://t.co/oXnKajMSLw","[{""$numberLong"":""6147115""}]"
98326760,"@davidimiller @jaydotchan @clairlemon I hope so, but I doubt her other assertions as well https://t.co/QmFsi4u8uY","[{""$numberLong"":""6147115""}]"
98272502,Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98281500,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98281653,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98339283,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98342555,RT @YeyoZa: Blank slatism: the total lack of ability to see the obvious https://t.co/QmFsi4u8uY https://t.co/wTsIhb0Ov1,"[{""$numberLong"":""6147115""}]"
98284498,"Study finds gender stereotypes are just as strong as they were 30 years ago, in some cases they've gotten worse https://t.co/56Yl60uAXH","[{""$numberLong"":""6147115""}]"
98353901,"RT @klbresearch: The Times They Are a-Changing … or Are They Not? A Comparison of Gender Stereotypes, 1983–2014 https://t.co/imGRvVITkI","[{""$numberLong"":""6147115""}]"
98332903,"The Times They Are a-Changing … or Are They Not? A Comparison of Gender Stereotypes, 1983–2014 https://t.co/lS9zjwNXLt","[{""$numberLong"":""6147115""}]"
98334353,"The Times They Are a-Changing … or Are They Not? A Comparison of Gender Stereotypes, 1983–2014 https://t.co/E6q7t8Jfmp","[{""$numberLong"":""6147115""}]"
98337951,"The Times They Are a-Changing … or Are They Not? A Comparison of Gender Stereotypes, 1983–2014 https://t.co/imGRvVITkI","[{""$numberLong"":""6147115""}]"
98345923,"The Times They Are a-Changing … or Are They Not? A Comparison of Gender Stereotypes, 1983–2014 https://t.co/hINTTJT7D7","[{""$numberLong"":""6147115""}]"
98422892,RT @SAGEsociology: Study finds that people exaggerate the extent to which men and women are different from one another https://t.co/2Skq1io…,"[{""$numberLong"":""6147115""}]"
98422968,RT @SAGEsociology: Study finds that people exaggerate the extent to which men and women are different from one another https://t.co/2Skq1io…,"[{""$numberLong"":""6147115""}]"
98423105,RT @SAGEsociology: Study finds that people exaggerate the extent to which men and women are different from one another https://t.co/2Skq1io…,"[{""$numberLong"":""6147115""}]"
98423393,RT @SAGEsociology: Study finds that people exaggerate the extent to which men and women are different from one another https://t.co/2Skq1io…,"[{""$numberLong"":""6147115""}]"
98424132,RT @SAGEsociology: Study finds that people exaggerate the extent to which men and women are different from one another https://t.co/2Skq1io…,"[{""$numberLong"":""6147115""}]"
98424504,RT @SAGEsociology: Study finds that people exaggerate the extent to which men and women are different from one another https://t.co/2Skq1io…,"[{""$numberLong"":""6147115""}]"
98426297,RT @SAGEsociology: Study finds that people exaggerate the extent to which men and women are different from one another https://t.co/2Skq1io…,"[{""$numberLong"":""6147115""}]"
98422807,Study finds that people exaggerate the extent to which men and women are different from one another https://t.co/2Skq1ioM7K,"[{""$numberLong"":""6147115""}]"
98523433,"The Times They Are a-Changing . . .or Are They Not? A Comparison of Gender Stereotypes, 1983–2014 https://t.co/QWsnlO2Zis","[{""$numberLong"":""6147115""}]"
99154516,How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3ceOv,"[{""$numberLong"":""6147115""}]"
99154555,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3ceOv,"[{""$numberLong"":""6147115""}]"
99154608,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3ceOv,"[{""$numberLong"":""6147115""}]"
99154751,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3ceOv,"[{""$numberLong"":""6147115""}]"
99154856,Comparison of #gender stereotypes (1983–2014) reveals no real change despite greater female #workforce participation https://t.co/0MsXYvc9US,"[{""$numberLong"":""6147115""}]"
99155112,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3ceOv,"[{""$numberLong"":""6147115""}]"
99155705,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3ceOv,"[{""$numberLong"":""6147115""}]"
99165626,RT @DrDemography: Comparison of #gender stereotypes (1983–2014) reveals no real change despite greater female #workforce participation http…,"[{""$numberLong"":""6147115""}]"
99166214,RT @DrDemography: Comparison of #gender stereotypes (1983–2014) reveals no real change despite greater female #workforce participation http…,"[{""$numberLong"":""6147115""}]"
99168439,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3ceOv,"[{""$numberLong"":""6147115""}]"
99209315,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3ceOv,"[{""$numberLong"":""6147115""}]"
99915035,How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3tQd5,"[{""$numberLong"":""6147115""}]"
99915116,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3tQd5,"[{""$numberLong"":""6147115""}]"
99915235,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3tQd5,"[{""$numberLong"":""6147115""}]"
99915943,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3tQd5,"[{""$numberLong"":""6147115""}]"
99917145,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3tQd5,"[{""$numberLong"":""6147115""}]"
99923021,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3tQd5,"[{""$numberLong"":""6147115""}]"
99929320,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3tQd5,"[{""$numberLong"":""6147115""}]"
100026537,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3tQd5,"[{""$numberLong"":""6147115""}]"
100046379,RT @SAGEsociology: How have gender stereotypes changed in the last 30 years? https://t.co/QiS1W3tQd5,"[{""$numberLong"":""6147115""}]"
100536464,"Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education https://t.co/QiS1W3tQd5","[{""$numberLong"":""6147115""}]"
100536591,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100537753,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100539589,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100542661,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100552956,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100553509,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100555000,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100563882,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100566216,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100568716,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100571654,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100596700,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100620278,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100628056,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100670376,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100699574,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
100912294,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101245642,"Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education https://t.co/QiS1W3tQd5","[{""$numberLong"":""6147115""}]"
101245882,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101246035,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101246125,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101246910,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101247106,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101247505,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101247677,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101249263,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101251148,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101252239,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101258150,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101286767,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101314537,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101351887,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101487653,Une étude laisse entendre que les stéréotypes de genre aux É.-U. n’ont pas régressé depuis 30 ans https://t.co/cMHJ6I6oEe,"[{""$numberLong"":""6147115""}]"
101487657,Une étude laisse entendre que les stéréotypes de genre aux É.-U. n’ont pas régressé depuis 30 ans https://t.co/dfMVy8QTsx,"[{""$numberLong"":""6147115""}]"
101487658,Une étude laisse entendre que les stéréotypes de genre aux É.-U. n’ont pas régressé depuis 30 ans https://t.co/4wbrobjrKG,"[{""$numberLong"":""6147115""}]"
101966011,"Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education https://t.co/QiS1W3tQd5","[{""$numberLong"":""6147115""}]"
101966109,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101966147,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101966392,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101966402,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101967268,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101967978,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101968702,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101969843,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101970020,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101973042,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101973153,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101973837,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101977516,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
101998169,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
102007272,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
102007795,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
102011942,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
102023195,"RT @SAGEsociology: Many gender stereotypes haven't changed in last 30 yrs, despite women's advances in workforce, athletics, education http…","[{""$numberLong"":""6147115""}]"
